dataset,task,setting,analysis_scope,conversation_id_hash,source_family,model_or_source_family,learning_intent,is_intentional,task_domain,language_flag,is_english,total_turns,user_turns,assistant_turns,depth_after_first_answer,has_scaffolded_support,scaffolded_turn_count,scaffolded_turn_ratio,has_support_intent_I1,has_support_intent_I2,has_support_intent_I3,has_M1_feedback,has_M2_hinting,has_M3_instructing,has_M4_explaining,has_M5_modelling,has_M6_questioning,emotional_user_turn_ratio,cognitive_overall_user_turn_ratio,passive_user_turn_ratio,active_user_turn_ratio,constructive_user_turn_ratio,constructive_user_turn_count,has_constructive_user_turn,constructive_before_first_scaffold_ratio,constructive_after_first_scaffold_ratio,delta_constructive_after_first_scaffold,has_error_marker,persistence_after_failure,constructive_after_error_ratio,high_persistence
ShareChat,writing,ShareChat writing,main_six_setting,19380bd4182312e84f8c9c60f66c11801f77692fde7507d9fb99d80a63f51dd5,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,abb04c52288b5ba595bbdb3039a7411a64c557989e4a11c5f79476220c2fb0f6,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,1,1,0.5,0,1,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1,0.0,1
ShareChat,writing,ShareChat writing,main_six_setting,4c4eff4f50b19a9aa116e473035ef5a3123e94aec179c81e2705e739254d3bb8,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,6,3,3,4,1,2,0.6666666666666666,0,1,0,1,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,a940f77a3912a0aeaecc9d8c6c4a1a9ae3f6c523b229b6fce96060fa5fc1d5af,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,10,5,5,8,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,f8becd12421f6157d49c5654f18ae081f735ac0b1d31536221231aaa19aa4dbd,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,6,3,3,4,1,1,0.3333333333333333,0,1,0,0,1,1,1,0,0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,1,1,0.0,0.5,0.5,1,2,0.5,1
ShareChat,writing,ShareChat writing,main_six_setting,3e926d1e78f904e37bb3ad698789f77c057d19f678ee9694e9b754939195a7d6,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,70f5668b08d22fe07929d8ed9f3dbf6634a1df66b41b0e3dc705ea413bc9a1ba,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,18,9,9,16,1,4,0.4444444444444444,0,1,0,1,1,0,1,1,0,0.0,0.7777777777777778,0.2222222222222222,0.1111111111111111,0.4444444444444444,4,1,0.6666666666666666,0.3333333333333333,-0.3333333333333333,1,6,0.3333333333333333,1
ShareChat,writing,ShareChat writing,main_six_setting,b89950b127cf806642879b094f9e4670c701a3330f71909010eb029c4192a5ca,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,48,24,24,46,1,5,0.20833333333333334,0,1,0,0,0,0,1,1,0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,6e0c4a2de18597d95322e4a03216df96ce9ec0ee0cd20ba6016a1f405ddf73bc,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,4,2,2,2,1,2,1.0,0,1,0,0,0,0,1,1,0,0.0,1.0,0.5,0.5,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,7c01a21ac66059d4b06373b7695f0cfbb413774386da52ea6a9a5c842b5d7c78,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,14,7,7,12,1,6,0.8571428571428571,0,1,0,1,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,5,0.0,1
ShareChat,writing,ShareChat writing,main_six_setting,ef1aca43e680483556939a619cf27b9aeeec1bfb0efcf91b6f3bfbcfd88263b3,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,10,5,5,8,1,3,0.6,0,1,0,1,0,0,1,0,0,0.0,0.8,0.0,0.8,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,abc17bd56e5b3dfa82e0fb0a362dc2aa9480dc3a13cdb7d51916ebb0d7456597,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,90,45,45,88,1,2,0.044444444444444446,1,1,0,0,0,0,1,0,1,0.0,0.13333333333333333,0.044444444444444446,0.044444444444444446,0.044444444444444446,2,1,0.2,0.025,-0.17500000000000002,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,6c10f8797cf366ebc6fec4c332de1b9ddabc27b86d9a2dcdecbfdbcde1952dc2,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,40,20,20,38,1,13,0.65,1,0,0,1,1,0,0,0,1,0.0,0.7,0.1,0.6,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,c1c6168ac5f3dfcb1f89864dfda0139bc661ae1c1c54d393ceec1f6f669e3870,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,10,5,5,8,1,3,0.6,0,1,0,0,1,1,1,1,1,0.0,0.8,0.2,0.6,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,2c77a98038b295575ecc2c3eef49f43736e85d8ff0e04190bae1a0a2e60bb4fb,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,6,3,3,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,84730ea51f11439c19e02db47c932ab2fded2220f46494d51db9be669ced6939,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,4,2,2,2,1,1,0.5,0,1,0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,,1,1,0.0,1
ShareChat,writing,ShareChat writing,main_six_setting,536d2f936a4ba2dd4bec0804051068ec7df8a68a0044bb0cc08fa64a09dcb63b,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,1,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,b372d20c52fbc78959b9d418bcc206edd356d039ebbc7888c87ff104b2174757,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,4,2,2,2,1,1,0.5,1,0,0,0,0,0,0,0,1,0.0,1.0,0.5,0.5,0.0,0,0,0.0,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,0e73e01be86a95b435b1cc820bd10d30e10b97baa3b5a946800fc041690165e5,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,12,6,6,10,1,2,0.3333333333333333,0,1,0,0,0,1,0,0,0,0.0,0.8333333333333334,0.16666666666666666,0.6666666666666666,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,eca7a0ec02714440034c7df5cd0b0d24b75f309acf545e3b5f7b09f4ac41cf06,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.5,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,56dc50338befb52e11709fd1edac01da5fe3af4661491c7a0a8d7c56ce7e336b,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,14,7,7,12,1,1,0.14285714285714285,0,1,0,0,0,0,1,0,0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,f80ad0816b7bc55c0e60deec9e172da234aca724f555a26e2da22c0a39013774,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,6,3,3,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,46428baddfa7cc1050e35b89c7b2793d91d4c619095c94ac32e474f39e4b7452,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,6,3,3,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,696131fb1ad44cb514ce1da468cd976310731972a367e9f92a2348a97132b755,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,8,4,4,6,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.75,0.0,0.75,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,acc339585e1f496d0511c4b7a5b9df9b3eceff025a67148225c4d79e9209f409,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,be01a366f9c2293d54609322d129b0ee38920168e0380d21568837a77b35fe60,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,14,7,7,12,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,1cbc2f5a73c2dc0db4142bfc8609cb73e9fc2ba68525af47eb97966d860e6e70,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,6,3,3,4,1,1,0.3333333333333333,0,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,1,1,0.0,0.5,0.5,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,c263528db3b3e275a73a3fc86c8500b8ac8ccc4d17d4adc8e2a11863a38c9a8a,sharechat,grok,INTENTIONAL,1,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.5,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,c5cac315cfbde1a2d330c38cb770d715c1ec3ee56881d169642411f423369a12,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,8,4,4,6,1,2,0.5,1,1,0,1,1,1,1,1,1,0.0,0.25,0.25,0.0,0.0,0,0,0.0,0.0,0.0,1,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,2c9c1902abe289bf63fe69ab447b05735ca3cf9b2deab104559613be7aa85acc,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.0,0.5,1,1,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,b5014038e1d013681a454ddfb89bddaa86a1b0a170253e4a293a8a948d103ff8,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,6,3,3,4,1,2,0.6666666666666666,0,1,0,0,0,1,0,0,0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,79024230c0da246be1ea837f5bfc7d5f0e861fa5629a4abf27a894f492d95af9,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,16,8,8,14,1,1,0.125,0,1,0,0,1,0,0,0,0,0.0,0.375,0.125,0.25,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,ba88a585af6a5df98f515b38fb5039054178ef801c4e54a5ea128e4375ba6149,sharechat,perplexity,INTENTIONAL,1,writing-oriented,1,1,4,2,2,2,1,1,0.5,0,1,0,0,1,0,1,0,0,0.0,0.5,0.0,0.5,0.0,0,0,0.0,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,d6265d2e0562a977a9bc047c47594a38d556047dff3e273f3454515bd2706bda,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,8,4,4,6,1,3,0.75,0,1,0,1,1,0,1,1,0,0.0,0.5,0.0,0.0,0.5,2,1,1.0,0.3333333333333333,-0.6666666666666667,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,b84f565565ce2045ff50a7955883d7d57d8891d51baa75b22fafa3b888898afe,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,6,3,3,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,3aae3f8500457f78d362f69d384383b0e1d579e13c5822df40a50aa621757516,sharechat,grok,UNINTENTIONAL,0,writing-oriented,1,1,18,9,9,16,1,3,0.3333333333333333,0,1,0,1,1,1,1,1,0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,1,1,0.0,0.14285714285714285,0.14285714285714285,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,5c6eba37a35389d191301ba161496fbe7dd12e9d80b179683784959963304454,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,10,5,5,8,1,2,0.4,1,0,0,0,0,0,0,0,1,0.0,0.6,0.2,0.4,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,02b4b2c82affa046c7c7f975052624f59ab9830799c260b4d1ba44509f67e740,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,07cfff05cebebeff6d4f316245904b5b1ae260af0d646425f4d6563f2b1c00cb,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,139608783bed37dde16650b281e86eb49527fc210dc96c37a00aae669b40f47e,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,2aed3ae007cc9398d9a30031175297c53097e8cc15716228e75c6cfdeb63df11,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,6,3,3,4,1,3,1.0,0,1,0,1,1,0,1,1,0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,2,1,1.0,0.5,-0.5,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,3dd166948a598a0ba2e1fcf184d3bc897ac7ac3e95850de894d7539b73f6bfba,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,6,3,3,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,f882d2aba2ba6a7379d116aeb7cc820631c931ed2eaf7c47bc6cba9c1d30d515,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.5,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,da06c6e6e93a0135ff982e8ef04be6f466d2c0389a02f56eb41190b3591c029b,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,11,6,5,9,1,2,0.4,0,1,0,0,0,1,0,0,0,0.0,0.8333333333333334,0.5,0.3333333333333333,0.0,0,0,0.0,0.0,0.0,1,5,0.0,1
ShareChat,writing,ShareChat writing,main_six_setting,9fec212772bea232d59937ce09d119391ded75d2fc7e2c267386ceee0d05aeb5,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,1,1,0.5,0,1,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1,0.0,1
ShareChat,writing,ShareChat writing,main_six_setting,8aced0b07348511c60ecfed2a7e6faee75a3dcb55ecf85b5223ccce46f51171a,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,4,2,2,2,1,2,1.0,1,1,0,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,fe8f2f3762990def0181c830a4b761166743b9d62075e712d3f70b226f37d541,sharechat,grok,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,704d727f7082a9790a5353e1096068f68f4181b052b26fe98a20fb51dd93e988,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,1,1,0.5,0,1,0,0,1,1,0,0,1,0.0,0.5,0.5,0.0,0.0,0,0,0.0,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,0b16300a04f1f81d1b9f9c698f1e9850b57e0815654949541189eec8a5c50183,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,6,3,3,4,1,1,0.3333333333333333,0,1,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,584818e4355d18b0e7dbea83b566cb1f28f42268584fbc9543b1725caa89bfb3,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.5,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,8a7f2cda32f243cccc8cc396ce7cc1ca825100e9b47f176f8d040f6c060c9baa,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,12,6,6,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,2,1,,,,1,4,0.25,1
ShareChat,writing,ShareChat writing,main_six_setting,6bef07c2838eaaa63e643e04171b9d7f203595fb7c105feff0cb4ba476957fea,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,1,1,0.0,1
ShareChat,writing,ShareChat writing,main_six_setting,3cddb6f51d4d401c921c8f986e9dc93549885774b18c3f1588b4d33bb46a4740,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,1937e9638d2149aeda8452471fb903305f8ab256a81a659236f00cc0f9cc4774,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,7d97fd0a4dcfc26d3948cc92fd46077e1f2919757659395e41ba0eede9c5ca79,sharechat,perplexity,INTENTIONAL,1,writing-oriented,1,1,8,4,4,6,1,3,0.75,0,1,0,0,0,1,1,0,0,0.0,0.75,0.0,0.75,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,124454a82c28e125f11bb8a3b636088eaea16c534033840973cfae25a23b601b,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.5,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,05b3f27137e9c16fe409d4133cdf3e58e5dd020c93c6900d8af1a8879e454721,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,30,15,15,28,1,4,0.26666666666666666,0,1,0,0,1,1,1,0,0,0.0,0.3333333333333333,0.06666666666666667,0.26666666666666666,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,230ca2a1c61dcc60da16c767d36702624291ed86791011276b9a226807495d34,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,28,14,14,26,1,2,0.14285714285714285,0,1,0,0,0,0,1,1,0,0.0,0.35714285714285715,0.0,0.35714285714285715,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,d974961bf4733e47a78016f314c76ba9475b463eac7ff5347450dacfbcdb223d,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.5,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,71412fa8ce29705018d5b100ed16698fa0bdbda63df57a596b2da04499488ee4,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.5,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,1940bc90e5e40dfa2a88d2e00a253cef07b6b4a2c22bf554f170219af7da8348,sharechat,claude,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,1,2,1.0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,8b9091ddd43726e3d1061d89f61e064aad6affb5c3c4c31b081320d9c90bb362,sharechat,grok,UNINTENTIONAL,0,writing-oriented,1,1,10,5,5,8,1,1,0.2,0,1,0,0,0,0,0,0,0,0.0,0.2,0.0,0.2,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,626298f5a2a36faa28333d93664fafbb0fcdefffda45d3a93ce5eb4662715b4c,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,10,5,5,8,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,b506a0a31e1c3d45e35abfa2ab12270a4aba5533591f290d8f5f527ec2a65651,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,490b60b5010abf17440c9e5cb7da869e15e45ca11722b860a915830cf1f75805,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,6,3,3,4,1,1,0.3333333333333333,1,0,0,0,0,0,0,0,1,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,34951f965e195c71a3a159fca86899d70fb3b813f53d7c0c8d9e5407293345a5,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.5,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,bfc0ee7be587172a304ca2bac4901817326851081ebf28a5c78f28575ed1ad4e,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,6ae40fe9306a5df50c8dab39727e6b6afd98dc5b7b0344834da3a6420138b825,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,10,5,5,8,1,4,0.8,0,1,0,1,0,0,1,1,1,0.0,0.8,0.4,0.4,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,a11e8cf1cb0d8b6762821ed1669f600871dc3dd9ab492ace726730d5425ad511,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,4,2,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.5,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,9ba8a2b0babc6d386fe1ce908a5590c4d39f70bb1dda2db62564c188f1cc1a67,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,8,4,4,6,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,b8864f5f1b0ebd6bba45fba990efa667f1b805cc4d13485689d62d8e8623390b,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,6,3,3,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,e28c96fbc5e26142a59062344b978acda84bc729e9cf9eb33e3c4cb750e227d3,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,18,9,9,16,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,0aae219e179c0010f50ae1f9f4679ab3059875f7f46cf6aa298203fdf70e73ba,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,6,3,3,4,1,1,0.3333333333333333,0,1,0,0,0,0,1,0,0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,2bddfde3b7578b12a442f639efb221896c27a6cac12684ed4044df99a0df8b6a,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,6,3,3,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0,0,,,,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,8d40c2a2f561765497f616d8414cf8f20f28b92668f202f65feca675e46f2da4,sharechat,claude,UNINTENTIONAL,0,writing-oriented,1,1,10,5,5,8,1,1,0.2,1,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,,0
ShareChat,writing,ShareChat writing,main_six_setting,7e5cb2093f26ccacea20acd09ae77ea48a20263a88382285c032c522d08fc440,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,12,6,6,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,,,,0,0,,0
