dataset,task,setting,analysis_scope,conversation_id_hash,assistant_turn_id_hash,assistant_turn_index,source_family,model_or_source_family,learning_intent,is_intentional,task_domain,language_flag,is_english,assistant_support_type,assistant_is_scaffolded,assistant_support_intent,assistant_has_M1_feedback,assistant_has_M2_hinting,assistant_has_M3_instructing,assistant_has_M4_explaining,assistant_has_M5_modelling,assistant_has_M6_questioning,previous_user_emotional,previous_user_cognitive_level,previous_user_is_constructive,previous_user_is_error,next_user_emotional,next_user_cognitive_level,next_user_is_constructive,next_user_is_error
ShareChat,writing,ShareChat writing,main_six_setting,20e3f6f536179559c71f2d827ebc4454d01619dbd87970112b94059e80b1c677,94b3f848184857a698ef581bbefd3daf3c732e15d897d1a3c91f8677c307a321,21,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,,0,0,0,,0,0
ShareChat,writing,ShareChat writing,main_six_setting,20e3f6f536179559c71f2d827ebc4454d01619dbd87970112b94059e80b1c677,f6ddb1b22af8a1b20b052c4c77038de99076ea2ed91467e6912d80d5af64040c,23,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,,0,0,0,,0,0
ShareChat,writing,ShareChat writing,main_six_setting,20e3f6f536179559c71f2d827ebc4454d01619dbd87970112b94059e80b1c677,ea37063a03b20cad5f5107e6c910224716ce0f501d687f679cbcf9958e001bb5,25,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,,0,0,0,,0,0
ShareChat,writing,ShareChat writing,main_six_setting,20e3f6f536179559c71f2d827ebc4454d01619dbd87970112b94059e80b1c677,adf2f67930f69d45946f44308b78a07c815b6797dc1d4fd3eae185139bd15148,27,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,,0,0,0,A,0,0
ShareChat,writing,ShareChat writing,main_six_setting,2fd57b0a3cd6db3a4de9b14f93bcc146b83c8eb231b09ac5a380e276bb64eda1,5cf2079cd27d185ea798464dc3adf72e4ffb4063eb58137f3f1bceea70b57783,1,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,S2,1,['I2'],0,0,1,0,1,0,0,A,0,0,0,A,0,0
ShareChat,writing,ShareChat writing,main_six_setting,2fd57b0a3cd6db3a4de9b14f93bcc146b83c8eb231b09ac5a380e276bb64eda1,bd2e88ceaa3f3576875d6fe0e6952385818409b968accefafcc48a807c01e8ba,3,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,A,0,0,0,,0,0
ShareChat,writing,ShareChat writing,main_six_setting,2fd57b0a3cd6db3a4de9b14f93bcc146b83c8eb231b09ac5a380e276bb64eda1,c6682b1b33801355516a2cc23048d463237e06e632436b7e38aaadb86a931e7e,5,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,,0,0,0,A,0,0
ShareChat,writing,ShareChat writing,main_six_setting,2fd57b0a3cd6db3a4de9b14f93bcc146b83c8eb231b09ac5a380e276bb64eda1,06e9c37c801c968b44cc5048871acf27abb230f88c6355a364a3d49eb40e9d23,7,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,A,0,0,0,A,0,0
ShareChat,writing,ShareChat writing,main_six_setting,4d723e830cb262e1eea9b539c0d130bbac9015cdd4f041c98ef9ab848a7bf37b,7ea7d938a97e5244100e3cf50ec86a6f0b6a0ce96ba10157ad4b48fdb825f476,1,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,,0,1,0,,0,1
ShareChat,writing,ShareChat writing,main_six_setting,4d723e830cb262e1eea9b539c0d130bbac9015cdd4f041c98ef9ab848a7bf37b,ca05deb984ba48809a7e6c710b6b962251559489f8a7bebd9153cf9b847865d1,3,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,,0,1,0,A,0,0
ShareChat,writing,ShareChat writing,main_six_setting,4d723e830cb262e1eea9b539c0d130bbac9015cdd4f041c98ef9ab848a7bf37b,77bc8344530fb59bc49717742a5844e0f8445904ee096e8c79f2cf763d3a5179,5,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,A,0,0,0,,0,0
ShareChat,writing,ShareChat writing,main_six_setting,680e49b2c699ab37beecaa34a55a747a9ba77ab00239fe3492d8bbf204e041fe,13d35cd1c352f39028cd90cc00657364ea71291d9136a0cb5cd748567173ea5b,1,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,A,0,0,0,C,1,0
ShareChat,writing,ShareChat writing,main_six_setting,680e49b2c699ab37beecaa34a55a747a9ba77ab00239fe3492d8bbf204e041fe,7ae348ad972b500dd94c624ff114a73210603853635395a016decdd5a9bca889,3,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,C,1,0,0,C,1,0
ShareChat,writing,ShareChat writing,main_six_setting,680e49b2c699ab37beecaa34a55a747a9ba77ab00239fe3492d8bbf204e041fe,185e78ca383925dcde218ba931512a4e5d3a3466003bf4523d250aa50308a50b,5,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,C,1,0,0,,0,0
ShareChat,writing,ShareChat writing,main_six_setting,1d4f9cd3131a08d0ee1aed37a5c9b770bd1fde0d840b2f5a105ed26fdb2c5f3a,1bd77b4fff3595f307118c1270ba878e3ebb9c312cd26a4a17ac3f96190973d7,1,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,C,1,0,0,A,0,0
ShareChat,writing,ShareChat writing,main_six_setting,4e43bfa678f9e34c09746e24e09730c2c63f173eb410fa88c327715987853fe3,a6c16b52b180426b8ca96e2850e61edd98343ef0166583e852603217fd2caf6a,1,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,S2,1,['I1'],0,0,0,0,0,1,0,,0,0,0,,0,0
ShareChat,writing,ShareChat writing,main_six_setting,66578d377712b45ccb11e8590007ddba1ecfe871f85af39fb47671dd2b74b315,1082f30f6a6a35f37b53fe1a878ad9b6715c1373cc6c77f7c91e7478d87b085a,1,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,,0,0,0,,0,0
ShareChat,writing,ShareChat writing,main_six_setting,c2d7621843b559e4732bdd4e938345a887495d3dd9a02a1b1321eff061b51350,b3c1b03159dedb703247ab81a0cf067b0978ba3583b728e0a7e18d4ebc97066e,1,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,S2,1,['I2'],0,0,1,0,0,0,0,,0,0,0,,0,0
ShareChat,writing,ShareChat writing,main_six_setting,c2d7621843b559e4732bdd4e938345a887495d3dd9a02a1b1321eff061b51350,f47034a732d5d7a53a832f2ba2e870ef98fe43fab3d3e4b39b13b533aa4abbf0,3,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,,0,0,0,,0,0
ShareChat,writing,ShareChat writing,main_six_setting,c2d7621843b559e4732bdd4e938345a887495d3dd9a02a1b1321eff061b51350,9eb65732a46aa02a5a17be0d6b2d4a0a9f8580e62fe7121d06e5630fa0503706,5,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,,0,0,0,,0,0
ShareChat,writing,ShareChat writing,main_six_setting,d1f19827f27611b71f881771cad85abdd107bd74c163a91269020a9035180086,18624965b44555597a66c331482ba574c285e93ee8fd1b8ad0db21aa74d44aba,1,sharechat,gemini,INTENTIONAL,1,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,A,0,0,0,,0,0
ShareChat,writing,ShareChat writing,main_six_setting,d1f19827f27611b71f881771cad85abdd107bd74c163a91269020a9035180086,80e601378d3eecb63516df831b56f065c803c6b52bcfb2a40b58edd2d99e0e83,3,sharechat,gemini,INTENTIONAL,1,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,,0,0,0,C,1,0
ShareChat,writing,ShareChat writing,main_six_setting,d1f19827f27611b71f881771cad85abdd107bd74c163a91269020a9035180086,ad655ce687d933c18ebccbe1de8b7806bc37e883e7cb692122b46a9880bb5498,5,sharechat,gemini,INTENTIONAL,1,writing-oriented,1,1,S2,1,['I2'],0,0,0,1,0,0,0,C,1,0,0,C,1,0
ShareChat,writing,ShareChat writing,main_six_setting,d1f19827f27611b71f881771cad85abdd107bd74c163a91269020a9035180086,24b9d175fe3394bbcd52537dd621703856be986ed08709433954c78f07c8a621,7,sharechat,gemini,INTENTIONAL,1,writing-oriented,1,1,S2,1,['I2'],1,0,0,1,0,0,0,C,1,0,0,,0,0
ShareChat,writing,ShareChat writing,main_six_setting,2626c65be1be9e2e890aca7fbdeb45b91e70b65f1ee2605fe16df1d1071740bf,3d2f91d74e048869e7c8854b1d0af42c73a990c67675a3dfaf5a377395e9db40,1,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,,0,0,0,,0,0
ShareChat,writing,ShareChat writing,main_six_setting,2626c65be1be9e2e890aca7fbdeb45b91e70b65f1ee2605fe16df1d1071740bf,9dc2f80bc8edbd3e1388085ac4bb4628b5c79fd9efcd5939e3d79c6562e01300,3,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,S2,1,['I2'],0,1,0,1,0,0,0,,0,0,0,,0,0
ShareChat,writing,ShareChat writing,main_six_setting,2626c65be1be9e2e890aca7fbdeb45b91e70b65f1ee2605fe16df1d1071740bf,adc747fdb357ac81e7b15e98c79dd83434598218d0770cfe2f414ee80463d90d,5,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,,0,0,0,A,0,0
ShareChat,writing,ShareChat writing,main_six_setting,2626c65be1be9e2e890aca7fbdeb45b91e70b65f1ee2605fe16df1d1071740bf,2e86d79422180318a5386553c79fc9fbbda33d93ed31eef45fa21da6885b75ec,7,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,A,0,0,0,,0,0
ShareChat,writing,ShareChat writing,main_six_setting,2626c65be1be9e2e890aca7fbdeb45b91e70b65f1ee2605fe16df1d1071740bf,bd48f62e4dda2a6fa8e3fff9dc36fb1092e3b3a6ea25174ccc4275ad559c3043,9,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,,0,0,0,A,0,0
ShareChat,writing,ShareChat writing,main_six_setting,2626c65be1be9e2e890aca7fbdeb45b91e70b65f1ee2605fe16df1d1071740bf,b46e231903ca2ea61f08ee96a6bc7e4d499af458311678574f6eec70230ba94a,11,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,A,0,0,0,P,0,0
ShareChat,writing,ShareChat writing,main_six_setting,59fe8af3f46849546496e15b158780abb083e15dc6535db91aed8938773c5b9f,f56145fa84da504a7aceb366cca8d67cf5caa6ce625dd2beb02c270ef1bc15bd,1,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,,0,0,0,A,0,0
ShareChat,writing,ShareChat writing,main_six_setting,59fe8af3f46849546496e15b158780abb083e15dc6535db91aed8938773c5b9f,7e8d374fa106fdada00f14cbf15560acad97095e57a0eee3cd80498660a4e653,3,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,A,0,0,0,,0,0
ShareChat,writing,ShareChat writing,main_six_setting,59fe8af3f46849546496e15b158780abb083e15dc6535db91aed8938773c5b9f,3c9c0b433f35f8fbb7fedfea6093abc1225d783c381b30fd83d443c959b29345,5,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,,0,0,0,,0,0
ShareChat,writing,ShareChat writing,main_six_setting,e0e5b9489d8b50836563a05a8a7beaf33fb0f35de7e6169d735e02719d8b5560,93fe5d51b0ec30e7b032c9a62e2c48547c253963d595107411788a23c8a3f311,1,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,,0,0,0,,0,0
ShareChat,writing,ShareChat writing,main_six_setting,41cdc2bd84eb121006948e97d0250dca820a26c575bcf581e087e1af4c30f68b,88c234928a2b7316a1d0e88ae924c830be007c5bc59e56ef67185d16c3e7a4a1,1,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,,0,1,0,,0,0
ShareChat,writing,ShareChat writing,main_six_setting,b7b5711c6b1c56168233095862751e2035c095b64e02796926635688f927a94c,4c29e0048e1644afda3900a56c77d33d10c510af006769a350025a8e4faab459,1,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,S2,1,['I1'],0,1,0,0,0,1,0,,0,0,0,,0,0
ShareChat,writing,ShareChat writing,main_six_setting,b7b5711c6b1c56168233095862751e2035c095b64e02796926635688f927a94c,d67c7a190373186dca985764f316674f2fc8661b208fb471c37681f9d4fbbcb9,3,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,,0,0,0,,0,0
ShareChat,writing,ShareChat writing,main_six_setting,b7b5711c6b1c56168233095862751e2035c095b64e02796926635688f927a94c,30cb892f6e65b3f126981ca1a9f1814dcfa56a9cf877acc6e66053fc11d0e519,5,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,,0,0,0,,0,0
ShareChat,writing,ShareChat writing,main_six_setting,b7b5711c6b1c56168233095862751e2035c095b64e02796926635688f927a94c,69d75bb9176cf8ff2977c8272ed3fa025e1de1521c83c49fb558948bd9c3ef30,7,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,,0,0,0,,0,0
ShareChat,writing,ShareChat writing,main_six_setting,b7b5711c6b1c56168233095862751e2035c095b64e02796926635688f927a94c,40b71b68022808cea0d3903d106c97a11078ee1ccf1928c8d2c325a758bd1f94,9,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,,0,0,0,,0,0
ShareChat,writing,ShareChat writing,main_six_setting,8fd55ca2c8f5f3b4dd41633779ddcb656bf4abc25343121c6c0294581bb2f9b7,1a92b7b7d0036a6b69dc3aa34c17d5137b774036e55aa8eac55570febca03eba,1,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,A,0,0,0,,0,0
ShareChat,writing,ShareChat writing,main_six_setting,8fd55ca2c8f5f3b4dd41633779ddcb656bf4abc25343121c6c0294581bb2f9b7,eb9066b8f938558210edb65765390311516cbc07c887a58f6b02b88568830b1d,3,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,S2,1,['I2'],0,0,0,1,0,0,0,,0,0,0,,0,0
ShareChat,writing,ShareChat writing,main_six_setting,8fd55ca2c8f5f3b4dd41633779ddcb656bf4abc25343121c6c0294581bb2f9b7,7a9f41275a27f7ee7bd0180508bd88e30366d8da79ee94189a31180b5d8c1ad7,5,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,,0,0,0,A,0,0
ShareChat,writing,ShareChat writing,main_six_setting,8fd55ca2c8f5f3b4dd41633779ddcb656bf4abc25343121c6c0294581bb2f9b7,dfe374448b4fb8f4fd74021a04cea235d870274b80888b7f5f5812b191769a7b,7,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,A,0,0,0,,0,0
ShareChat,writing,ShareChat writing,main_six_setting,f740a517a6a3542c32fd1c983bfdb99ae2d0943baaf37a5916e1793a81525161,c199feee48c29c30cd16b950b3149e0cf721feb4284e3c82220b075b0924f3cd,1,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,S2,1,['I2'],0,0,0,1,0,0,0,A,0,0,0,,0,0
ShareChat,writing,ShareChat writing,main_six_setting,f740a517a6a3542c32fd1c983bfdb99ae2d0943baaf37a5916e1793a81525161,1f4c833c0215b5878993df027681e69de2a893b1d4fa379f6ff283abc40fab61,3,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,,0,0,0,,0,0
ShareChat,writing,ShareChat writing,main_six_setting,f740a517a6a3542c32fd1c983bfdb99ae2d0943baaf37a5916e1793a81525161,7a384d2bcd64ba379c4f15856b45e062e6818ff0e7300fabd9053769d2e5e062,5,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,,0,0,0,A,0,0
ShareChat,writing,ShareChat writing,main_six_setting,f740a517a6a3542c32fd1c983bfdb99ae2d0943baaf37a5916e1793a81525161,e44d1d9114eeccca0b11208b8b7c5b5834d3e6b162c1ae77bfd5a05374bae89c,7,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,S2,1,['I2'],0,0,1,1,0,0,0,A,0,0,0,,0,0
ShareChat,writing,ShareChat writing,main_six_setting,f740a517a6a3542c32fd1c983bfdb99ae2d0943baaf37a5916e1793a81525161,f0d69d8623368a0340b8b87609a22fe28379ec87df7d680eb422225cdea714c7,9,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,S2,1,['I2'],0,0,0,1,0,0,0,,0,0,0,,0,0
ShareChat,writing,ShareChat writing,main_six_setting,f740a517a6a3542c32fd1c983bfdb99ae2d0943baaf37a5916e1793a81525161,130fda736f8de34a62c9bc6f9af86e5476600c0c7500249d15058ce864f28f26,11,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,S2,1,['I2'],0,0,0,1,0,0,0,,0,0,0,,0,0
ShareChat,writing,ShareChat writing,main_six_setting,f740a517a6a3542c32fd1c983bfdb99ae2d0943baaf37a5916e1793a81525161,b41dbe9e92bb18c287b61302ea49a34434332ae599dc3c98ba1eaf405f86ed20,13,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,S2,1,['I2'],0,0,0,1,0,0,0,,0,0,0,,0,0
ShareChat,writing,ShareChat writing,main_six_setting,f740a517a6a3542c32fd1c983bfdb99ae2d0943baaf37a5916e1793a81525161,fb34ba2468bab3c181177505dc6dac3514880c2be7e3c846b1956f3f05daa8c2,15,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,,0,0,0,,0,0
ShareChat,writing,ShareChat writing,main_six_setting,f740a517a6a3542c32fd1c983bfdb99ae2d0943baaf37a5916e1793a81525161,10ba6467aceb3f54ffb45b9e311687b38c0dc902e95c1f7c54ffac47412537b3,17,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,,0,0,0,,0,0
ShareChat,writing,ShareChat writing,main_six_setting,f740a517a6a3542c32fd1c983bfdb99ae2d0943baaf37a5916e1793a81525161,dc514ef896fc0adf93aec3384c1d383ea25bc6baff4de82cabe9b05f2056d993,19,sharechat,chatgpt,INTENTIONAL,1,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,,0,0,0,,0,0
ShareChat,writing,ShareChat writing,main_six_setting,2cc323be576ee560fe6979deb9a196ded079d11f49b48bb2f3f0df6c4912292f,2f909e9b39fd4b4ef465cbe550762a56f8f40db5fe04a54890008a4699cce8e4,1,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,,0,0,0,,0,0
ShareChat,writing,ShareChat writing,main_six_setting,2cc323be576ee560fe6979deb9a196ded079d11f49b48bb2f3f0df6c4912292f,142debde2fff9154328695ee56555fb829432ce63cc3ae372982f86f61776b79,3,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,,0,0,0,,0,0
ShareChat,writing,ShareChat writing,main_six_setting,bde437e406fa5a80a17dd9057f758d4369664de9fd6a877e959820aee3be9cb7,ad98936f0a715ff5cfd7dac3ba6af81d263dbbf00a81fd11bedbaa41546a38ca,1,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,,0,0,0,,0,0
ShareChat,writing,ShareChat writing,main_six_setting,bde437e406fa5a80a17dd9057f758d4369664de9fd6a877e959820aee3be9cb7,dcfe6f77161ed1a7e503fd049a5c783e3289565bcfd7e0352fbd0867349393ab,3,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,,0,0,0,A,0,0
ShareChat,writing,ShareChat writing,main_six_setting,bde437e406fa5a80a17dd9057f758d4369664de9fd6a877e959820aee3be9cb7,a11a95cc298706b33db6cd7b51984b80cd464d50f91d90cc2e26a6a7a12bb914,5,sharechat,chatgpt,UNINTENTIONAL,0,writing-oriented,1,1,S1,0,,0,0,0,0,0,0,0,A,0,0,0,,0,0
