dataset,task,setting,analysis_scope,conversation_id_hash,user_turn_id_hash,user_turn_index,source_family,model_or_source_family,learning_intent,is_intentional,task_domain,language_flag,is_english,user_emotional,user_cognitive_level,user_is_constructive,next_assistant_support_type,next_assistant_is_scaffolded,next_assistant_support_intent,next_assistant_is_affective_support,next_assistant_has_M1_feedback,next_assistant_has_M2_hinting,next_assistant_has_M3_instructing,next_assistant_has_M4_explaining,next_assistant_has_M5_modelling,next_assistant_has_M6_questioning
ShareChat,coding,ShareChat coding,main_six_setting,6caab6b4f735b46cf011f4a2004dabb47b41813d6f85e3717fc4693d28b5df94,29da7a5878b878b1b858209677cfa872df670e7aa11e3cb5ab2af750a2ca46e9,4,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,A,0,S2,1,['I2'],0,0,0,0,1,0,0
ShareChat,coding,ShareChat coding,main_six_setting,6caab6b4f735b46cf011f4a2004dabb47b41813d6f85e3717fc4693d28b5df94,97ef0c3932582c817bf3856b410b8b66827fc7c6a40fc4d5783ef4905c7ac7e6,6,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,A,0,S2,1,['I2'],0,0,0,0,1,0,0
ShareChat,coding,ShareChat coding,main_six_setting,6caab6b4f735b46cf011f4a2004dabb47b41813d6f85e3717fc4693d28b5df94,5b743faf2f4cb63854ffc74c869a84fd663c2c1736c64b4b40115ab59527fd6e,8,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,A,0,S2,1,['I2'],0,0,0,0,1,0,0
ShareChat,coding,ShareChat coding,main_six_setting,6caab6b4f735b46cf011f4a2004dabb47b41813d6f85e3717fc4693d28b5df94,f6d3ebb2767ef85a85df1cdeb8a082f12dd3759d9feb921c847c31d8107290e1,10,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,A,0,S2,1,['I2'],0,0,0,0,1,0,0
ShareChat,coding,ShareChat coding,main_six_setting,6caab6b4f735b46cf011f4a2004dabb47b41813d6f85e3717fc4693d28b5df94,31a9abaa9c0ad2f6ed6435edaaa2f6786be1bb1e9d1c04ffd5a785d1f1d274d5,12,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,A,0,S2,1,['I2'],0,0,0,0,1,0,0
ShareChat,coding,ShareChat coding,main_six_setting,6caab6b4f735b46cf011f4a2004dabb47b41813d6f85e3717fc4693d28b5df94,b2928798129ed9227f1688787ce9be55308c171ffab99c29f9e32943455a05c3,14,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,,0,S2,1,['I2'],0,0,0,0,1,0,0
ShareChat,coding,ShareChat coding,main_six_setting,6caab6b4f735b46cf011f4a2004dabb47b41813d6f85e3717fc4693d28b5df94,3f12a2400e0cc7a5cec99e556f926223b8047f1a68833696d4bb4f2d36b200e4,16,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,,0,S2,1,['I2'],0,0,0,0,1,0,0
ShareChat,coding,ShareChat coding,main_six_setting,6caab6b4f735b46cf011f4a2004dabb47b41813d6f85e3717fc4693d28b5df94,2af195c390679631c26288bf99dd08113e6081a271be445988204d10aaeeb31b,18,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,C,1,S2,1,['I2'],0,1,0,1,1,0,0
ShareChat,coding,ShareChat coding,main_six_setting,6caab6b4f735b46cf011f4a2004dabb47b41813d6f85e3717fc4693d28b5df94,dfeb0e2fe1a8503b288bcb15085a4bd121940c0248dbfe57561ee7ef6b6358f1,20,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,A,0,S2,1,['I2'],0,1,0,1,1,0,0
ShareChat,coding,ShareChat coding,main_six_setting,6caab6b4f735b46cf011f4a2004dabb47b41813d6f85e3717fc4693d28b5df94,69ba3140edaea27ed8e6831e12680c15d651194acbb98fe8d73e1eb3207d8a5f,22,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,A,0,S2,1,['I2'],0,1,1,0,1,0,0
ShareChat,coding,ShareChat coding,main_six_setting,6caab6b4f735b46cf011f4a2004dabb47b41813d6f85e3717fc4693d28b5df94,73f67dcb5d9957c06b06232bedf15cf2ad3641ba903dd7ccb4f9a07a467455cb,24,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,C,1,S2,1,['I2'],0,0,0,0,1,0,0
ShareChat,coding,ShareChat coding,main_six_setting,6caab6b4f735b46cf011f4a2004dabb47b41813d6f85e3717fc4693d28b5df94,a3f86e4746382cd0f1d0561453a04dd740b735856e0f2d6f65d1ff92e2165b27,26,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,A,0,S2,1,['I2'],0,0,0,0,1,0,0
ShareChat,coding,ShareChat coding,main_six_setting,6caab6b4f735b46cf011f4a2004dabb47b41813d6f85e3717fc4693d28b5df94,adb27ffde33407a23d633a9ed2dcc5c0eaf552105bbc0c3a969c6c2205bc29fb,28,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,A,0,S2,1,['I2'],0,0,0,0,1,0,0
ShareChat,coding,ShareChat coding,main_six_setting,6caab6b4f735b46cf011f4a2004dabb47b41813d6f85e3717fc4693d28b5df94,ffcaa2c436895ccafc7d05e26d34345f11e2ef0114274f235864b7175801e36a,30,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,6caab6b4f735b46cf011f4a2004dabb47b41813d6f85e3717fc4693d28b5df94,20ad7c924b38110155cce116d46544e33e975d0b153b9a52d68a2e8559f19892,32,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,A,0,S2,1,['I2'],0,0,0,0,1,0,0
ShareChat,coding,ShareChat coding,main_six_setting,6caab6b4f735b46cf011f4a2004dabb47b41813d6f85e3717fc4693d28b5df94,b13c4aef309af08f9985e414d3ded8288f6e4341042d12f00adb2edcd663b8fb,34,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,C,1,S2,1,['I2'],0,1,0,0,1,0,0
ShareChat,coding,ShareChat coding,main_six_setting,6caab6b4f735b46cf011f4a2004dabb47b41813d6f85e3717fc4693d28b5df94,c3833b611c83acc738103aae457c496d5670208e3e101f1fa73e1a658cfa87ab,36,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,,0,S2,1,['I2'],0,0,0,0,1,0,0
ShareChat,coding,ShareChat coding,main_six_setting,2d1572f9675ce4f5b6bd3e7ad2e8c003cab99294811d7eb6e7013b875ce6aa2e,4bfec072cb56f87addd60e8d3eb4921808d98692437805a08c556a2e06307300,0,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,C,1,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,2d1572f9675ce4f5b6bd3e7ad2e8c003cab99294811d7eb6e7013b875ce6aa2e,9b52cdb2fa18d68674d3a3257840a9b055fff487bb3e0c52d422d75268ab452f,2,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,,0,S2,1,['I2'],0,0,0,0,1,1,0
ShareChat,coding,ShareChat coding,main_six_setting,51c4f2c4c1a00671b2cc1e0366b214530af2397e3686e416fa9a5d1fa191a9b8,af95a54dd7f80f8690515ec776969d593f70fd3901f64ab441ef81b843695220,0,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,51c4f2c4c1a00671b2cc1e0366b214530af2397e3686e416fa9a5d1fa191a9b8,067df1bdae134535398720eb63e264f85d37640d8a7abe320913f03efe790a3c,2,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,A,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,51c4f2c4c1a00671b2cc1e0366b214530af2397e3686e416fa9a5d1fa191a9b8,bece9f894dbd2815a42b7a18d0587f6d0312a13c4277468b8d4d0197d5dfbd04,4,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,A,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,51c4f2c4c1a00671b2cc1e0366b214530af2397e3686e416fa9a5d1fa191a9b8,3d7fba8ec3cf925de6fb11ceda90431094976d42fc0dc9eeaca7cb910383840b,6,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,51c4f2c4c1a00671b2cc1e0366b214530af2397e3686e416fa9a5d1fa191a9b8,6bb1ac2dbfa62a330f2c68aaccf1dd099ac842da735b3841e246057a6fff9873,8,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,51c4f2c4c1a00671b2cc1e0366b214530af2397e3686e416fa9a5d1fa191a9b8,ae2eca2f0ff092b1fe723bd73b8472223e9cace621fb8efd1c5c0ecb1ff3ed9b,10,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,51c4f2c4c1a00671b2cc1e0366b214530af2397e3686e416fa9a5d1fa191a9b8,f54898d3ca82190ee29ee9a7d0b4754cb0b68694a8be0a52d92439865fa02830,12,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,A,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,51c4f2c4c1a00671b2cc1e0366b214530af2397e3686e416fa9a5d1fa191a9b8,8ce636bda638e2bddc8e4dd423ab4ccd238e43124e0c7724be74f9b3467e092e,14,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,A,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,51c4f2c4c1a00671b2cc1e0366b214530af2397e3686e416fa9a5d1fa191a9b8,76a09df562be81607b292e89d840175c27da20ae860bd81ff02a5a8bc2de8f06,16,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,A,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,51c4f2c4c1a00671b2cc1e0366b214530af2397e3686e416fa9a5d1fa191a9b8,7b9f868c6835b2305eb2db38b834a6f3143e9faf3de089a435827d3f67eed67a,18,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,A,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,51c4f2c4c1a00671b2cc1e0366b214530af2397e3686e416fa9a5d1fa191a9b8,9ac9d078fc92ca73a526a526dd4d1f079312826374feb3d80f8d944868fca7f0,20,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,A,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,51c4f2c4c1a00671b2cc1e0366b214530af2397e3686e416fa9a5d1fa191a9b8,0be80039105fc11c901a803cb0b2ea169bd41704e70703e406aad96a7950a972,22,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,A,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,51c4f2c4c1a00671b2cc1e0366b214530af2397e3686e416fa9a5d1fa191a9b8,0bea84531c0381b9355103ffccb44ce95ca56fb13409d3b29cf0084b18e554dd,24,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,A,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,51c4f2c4c1a00671b2cc1e0366b214530af2397e3686e416fa9a5d1fa191a9b8,de681350c72403373f8ef85c0e5cf0d10124addef07589dd8a4f1273f0dc19e8,26,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,319363cf595d52cb0a64c5c8c4ecda82f2517dacf860a512b50039e55e01440b,1b02a38cdad21a932f09d6f2f0c75a1fc0719ff5e53152b0577764992cc0bea6,0,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,319363cf595d52cb0a64c5c8c4ecda82f2517dacf860a512b50039e55e01440b,d988fe7cb94cb48365c14225172314b66fe6b3299b79e848a26c6944a8d7c836,2,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,A,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,319363cf595d52cb0a64c5c8c4ecda82f2517dacf860a512b50039e55e01440b,6e6137bd7809f7f41c212c2d2bceeaff72f4efcf15a54944f39158e57a6ddb4c,4,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,,0,S2,1,['I2'],0,0,0,1,1,0,0
ShareChat,coding,ShareChat coding,main_six_setting,297bc71c3b8b983b10add27f01e11784cb06f506b02ab0bfb753d841ff58cde0,41911712509fc8202a74c49fd356b6f9e2b8e960ca99154fe3a7e6a1d078a359,0,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,A,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,297bc71c3b8b983b10add27f01e11784cb06f506b02ab0bfb753d841ff58cde0,d92943b921c29fb0c4161e41e11999b51239077e4afa79759130749d7a9a6ad0,2,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,,0,S2,1,['I2'],0,0,1,0,1,1,0
ShareChat,coding,ShareChat coding,main_six_setting,297bc71c3b8b983b10add27f01e11784cb06f506b02ab0bfb753d841ff58cde0,95992a4ce9e3eaf370b583c920c847989008be0db1ce92b7a8164c5899b522d5,4,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,297bc71c3b8b983b10add27f01e11784cb06f506b02ab0bfb753d841ff58cde0,99839ece6705f2e1aa545c67bc10b6f16a66a11a7c525635efb3f58cba32fa3c,6,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,,0,S2,1,['I2'],0,0,0,0,1,1,0
ShareChat,coding,ShareChat coding,main_six_setting,297bc71c3b8b983b10add27f01e11784cb06f506b02ab0bfb753d841ff58cde0,846739a6c8b76458223c7e6b2cbf3bcb45867eec4aca0ee4cc54904a06893eee,8,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,,0,S2,1,['I2'],0,0,0,0,1,1,0
ShareChat,coding,ShareChat coding,main_six_setting,297bc71c3b8b983b10add27f01e11784cb06f506b02ab0bfb753d841ff58cde0,d420a3b1b353ce72c982051d639cb742603faece0edb9e86804a203ee3e272e8,10,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,,0,S2,1,['I2'],0,0,0,0,1,0,0
ShareChat,coding,ShareChat coding,main_six_setting,297bc71c3b8b983b10add27f01e11784cb06f506b02ab0bfb753d841ff58cde0,819210b34cda9bbecf47b019b0ae72f801ce0b75af922a48759523350b4bb8d5,12,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,297bc71c3b8b983b10add27f01e11784cb06f506b02ab0bfb753d841ff58cde0,f93aeadbdb0bb4ebbc5b1dc005eefd839c142b03e4ae347f8690276800181224,14,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,297bc71c3b8b983b10add27f01e11784cb06f506b02ab0bfb753d841ff58cde0,ec6bb375238d56c6ebefa148a0306def186a8a94c695cd493388a752727f1d2a,16,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,A,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,41a234f22f06ef8058c732555eda5f545ea747e7b45caa0de24aa92e672096f8,ed28508c94084029eb07a3b00731d72413696e018c567835dabb235fc4dd8b67,0,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,A,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,41a234f22f06ef8058c732555eda5f545ea747e7b45caa0de24aa92e672096f8,a3ccb453a08e7141b7b28bf4ac6890df0f86503c9dcaf2695669e1d0ba6681b7,2,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,A,0,S2,1,"['I2', 'I3']",0,0,1,1,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,eb1eaf1b5cde88f8512bebac3e72520ce7f75e4e3843f7a214bf7777fdf107f6,892002b1da773bad2f4aec91a3c75bbc98fc35bc05f12ded86b7d6968ba6034d,0,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,,0,S2,1,"['I1', 'I2']",0,0,1,1,1,0,1
ShareChat,coding,ShareChat coding,main_six_setting,eb1eaf1b5cde88f8512bebac3e72520ce7f75e4e3843f7a214bf7777fdf107f6,f135bc785d8f1f1e27ff70fe6cf2fe02e1c5576f8dc1ddd65033d368c613a2a2,2,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,C,1,S2,1,"['I2', 'I3']",0,1,0,1,1,0,1
ShareChat,coding,ShareChat coding,main_six_setting,eb1eaf1b5cde88f8512bebac3e72520ce7f75e4e3843f7a214bf7777fdf107f6,bf754427bace771aa7b5fd500b40c3fc25a5a448646d45bbe9f04e3eb9d1ace7,4,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,C,1,S2,1,"['I2', 'I1']",0,1,0,0,1,0,1
ShareChat,coding,ShareChat coding,main_six_setting,eb1eaf1b5cde88f8512bebac3e72520ce7f75e4e3843f7a214bf7777fdf107f6,b397baf1cc057c6394746a05a69ca0b06b3c55caa6d41f03c785e9285198711a,6,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,,0,S2,1,"['I1', 'I2']",0,0,1,0,1,0,1
ShareChat,coding,ShareChat coding,main_six_setting,eb1eaf1b5cde88f8512bebac3e72520ce7f75e4e3843f7a214bf7777fdf107f6,fa64013d9a1786390d7a4a6129798d1f362081c5233520280285a9c1946fbb40,8,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,,0,S2,1,['I2'],0,0,1,1,1,0,1
ShareChat,coding,ShareChat coding,main_six_setting,eb1eaf1b5cde88f8512bebac3e72520ce7f75e4e3843f7a214bf7777fdf107f6,fcf7267605a0543f50587bd1a80a0bdcba69e5a079841200dff9f44aaa1e0b8c,10,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,A,0,S2,1,['I2'],0,0,0,1,1,0,1
ShareChat,coding,ShareChat coding,main_six_setting,eb1eaf1b5cde88f8512bebac3e72520ce7f75e4e3843f7a214bf7777fdf107f6,fb5f960a77c7369c204de143afd593ae695cf3806c52327d181199efcd2b568c,12,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,None,0,S2,1,"['I2', 'I1']",0,0,1,0,1,0,1
ShareChat,coding,ShareChat coding,main_six_setting,929fbbc0e1a8baf778d4faedc35b075a28101b36c5f672621352cec7ea82d4ce,b65e942c6658a0e2742e24e50b5eff723a3dec23b75dee5aa24a60c26edcf86b,0,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,,0,S2,1,['I2'],0,0,1,1,1,0,0
ShareChat,coding,ShareChat coding,main_six_setting,929fbbc0e1a8baf778d4faedc35b075a28101b36c5f672621352cec7ea82d4ce,997400cf9f9710d5a47268b52c1f13fe10106df96d3f660a9c903f16ce1b4a77,2,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,0,,0,S2,1,"['I2', 'I1']",0,0,1,1,0,0,1
ShareChat,coding,ShareChat coding,main_six_setting,5d0a6d1399fec7003a1f472923ae21ad44a031aee135112e32be9f10315b8c20,26adbd5f9577d6bf56867500ea0a4d76ede4cc15b9c41e50dc3a153eee314eb0,0,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,C,1,S2,1,['I2'],0,0,0,0,1,0,0
ShareChat,coding,ShareChat coding,main_six_setting,5d0a6d1399fec7003a1f472923ae21ad44a031aee135112e32be9f10315b8c20,958a1bf0157c03c296aeb4499752d9affc7f4325f13a9af8fe9fae9384f4a450,2,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,A,0,S2,1,['I2'],0,0,0,0,1,0,1
ShareChat,coding,ShareChat coding,main_six_setting,d8957c6195ef6d703407c6f3f25f91c48ba4ae88a4960b5d50969622c6f54fe5,c98504fd762a31a89aa9d65df6c14968193e1cfb2a52d75a734edd74461c317c,0,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,,0,S2,1,['I1'],0,0,0,0,0,0,1
ShareChat,coding,ShareChat coding,main_six_setting,d8957c6195ef6d703407c6f3f25f91c48ba4ae88a4960b5d50969622c6f54fe5,5e48b2189dca5fb18f7e326da7a364c0e9f7b10a56711fd9d52db9ad258ff689,2,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,d8957c6195ef6d703407c6f3f25f91c48ba4ae88a4960b5d50969622c6f54fe5,4e6d97c441b8e1852f008ee2548b634538d6868ebf3ce6345bb75a5336806662,4,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,P,0,S2,1,['I2'],0,0,0,0,1,0,1
ShareChat,coding,ShareChat coding,main_six_setting,d8957c6195ef6d703407c6f3f25f91c48ba4ae88a4960b5d50969622c6f54fe5,24427d7805ab8eb5322f8e3803ace32151d1e15048e2b66540beea038c4b8202,6,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,d8957c6195ef6d703407c6f3f25f91c48ba4ae88a4960b5d50969622c6f54fe5,58ac2bcc30d7ee6a14d530e77b36dcd9254ee01f3149aae68b2de9ba847b61c8,8,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,1,,0,S2,1,['I2'],0,0,0,0,1,0,0
ShareChat,coding,ShareChat coding,main_six_setting,d8957c6195ef6d703407c6f3f25f91c48ba4ae88a4960b5d50969622c6f54fe5,03cd6fbd0d2706f53ecf2f653bfa583209578ac9d1196774a90981ef5d928e8e,10,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,,0,S2,1,['I2'],0,1,0,0,1,0,0
ShareChat,coding,ShareChat coding,main_six_setting,d8957c6195ef6d703407c6f3f25f91c48ba4ae88a4960b5d50969622c6f54fe5,0298d30c95d3af16383efc663c76b915310f0ef1e2e834f9359bb2d36ccc933a,12,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,5e851df7b9fe55e11f263e7be84d26a1369fb6612228f945219c80cfe5af5bd4,60c7527f487d23025134ecb723004e8d3453082f3ed3063ca240c61fdf678e23,0,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,A,0,S1,0,,0,0,0,0,0,0,0
ShareChat,coding,ShareChat coding,main_six_setting,5e851df7b9fe55e11f263e7be84d26a1369fb6612228f945219c80cfe5af5bd4,81b2814fd4145d5ed3476ccad2d24d338fd4170b1e6b9d82dfed7047e62dc0eb,2,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,0,A,0,S1,0,,0,0,0,0,0,0,0
