dataset,task,setting,analysis_scope,conversation_id_hash,assistant_turn_id_hash,assistant_turn_index,source_family,model_or_source_family,learning_intent,is_intentional,task_domain,language_flag,is_english,assistant_support_type,assistant_is_scaffolded,assistant_support_intent,assistant_has_M1_feedback,assistant_has_M2_hinting,assistant_has_M3_instructing,assistant_has_M4_explaining,assistant_has_M5_modelling,assistant_has_M6_questioning,previous_user_emotional,previous_user_cognitive_level,previous_user_is_constructive,previous_user_is_error,next_user_emotional,next_user_cognitive_level,next_user_is_constructive,next_user_is_error
ShareChat,coding,ShareChat coding,main_six_setting,6caab6b4f735b46cf011f4a2004dabb47b41813d6f85e3717fc4693d28b5df94,0ae172563446ec7883a47c08f329899e8252810482d51a4df21e226dc488f8c7,9,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,S2,1,['I2'],0,0,0,1,0,0,0,A,0,0,0,A,0,0
ShareChat,coding,ShareChat coding,main_six_setting,6caab6b4f735b46cf011f4a2004dabb47b41813d6f85e3717fc4693d28b5df94,78b798a9ce9254e60203007a0c33ecaf0ff53e3a5eb024a6d9c7309b996d78bb,11,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,S2,1,['I2'],0,0,0,1,0,0,0,A,0,0,0,A,0,0
ShareChat,coding,ShareChat coding,main_six_setting,6caab6b4f735b46cf011f4a2004dabb47b41813d6f85e3717fc4693d28b5df94,abbece9ab65b7983f7c3e378960b0493c2b5e71d495a9bf6a820ab2e129af9de,13,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,S2,1,['I2'],0,0,0,1,0,0,0,A,0,0,0,,0,0
ShareChat,coding,ShareChat coding,main_six_setting,6caab6b4f735b46cf011f4a2004dabb47b41813d6f85e3717fc4693d28b5df94,6aaf6063bc114aa8ae694b026e182eb2adfe24dccedb7b84c367a9cb3777fb34,15,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,S2,1,['I2'],0,0,0,1,0,0,0,,0,0,0,,0,0
ShareChat,coding,ShareChat coding,main_six_setting,6caab6b4f735b46cf011f4a2004dabb47b41813d6f85e3717fc4693d28b5df94,e4e49f37a3053e4866702e1362c6e6c1a18224b8a48ae045b60e34bd9cfdd475,17,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,S2,1,['I2'],0,0,0,1,0,0,0,,0,0,0,C,1,1
ShareChat,coding,ShareChat coding,main_six_setting,6caab6b4f735b46cf011f4a2004dabb47b41813d6f85e3717fc4693d28b5df94,1e27fbef3c162417698ba4704a73241db99bf74f6f65d9c70f7fd3dc9597c955,19,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,S2,1,['I2'],1,0,1,1,0,0,0,C,1,1,0,A,0,0
ShareChat,coding,ShareChat coding,main_six_setting,6caab6b4f735b46cf011f4a2004dabb47b41813d6f85e3717fc4693d28b5df94,d249b7598751d9ff2e6cfca0b31a55ecbb191c8241728d4c7b84af45d3cf6b35,21,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,S2,1,['I2'],1,0,1,1,0,0,0,A,0,0,0,A,0,1
ShareChat,coding,ShareChat coding,main_six_setting,6caab6b4f735b46cf011f4a2004dabb47b41813d6f85e3717fc4693d28b5df94,e5381dfec06e9d4c77042cfca16552dfa6715280b4208cf077cfcd1dfb9c088d,23,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,S2,1,['I2'],1,1,0,1,0,0,0,A,0,1,0,C,1,0
ShareChat,coding,ShareChat coding,main_six_setting,6caab6b4f735b46cf011f4a2004dabb47b41813d6f85e3717fc4693d28b5df94,17ffbe7a984cd9855c08842b6d46525843bbcac06275cc3b649bb3d1de3e0454,25,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,S2,1,['I2'],0,0,0,1,0,0,0,C,1,0,0,A,0,0
ShareChat,coding,ShareChat coding,main_six_setting,6caab6b4f735b46cf011f4a2004dabb47b41813d6f85e3717fc4693d28b5df94,e759642045d1aca2efaabcd99520cd2242cbf86442a4da826699dca460a61145,27,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,S2,1,['I2'],0,0,0,1,0,0,0,A,0,0,0,A,0,0
ShareChat,coding,ShareChat coding,main_six_setting,6caab6b4f735b46cf011f4a2004dabb47b41813d6f85e3717fc4693d28b5df94,82098ff4320dd4e7d27a5b8b1c2506eddbe1b755640d2607364a7c35b860dabc,29,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,S2,1,['I2'],0,0,0,1,0,0,0,A,0,0,0,,0,0
ShareChat,coding,ShareChat coding,main_six_setting,6caab6b4f735b46cf011f4a2004dabb47b41813d6f85e3717fc4693d28b5df94,1ce807951c3913e224a72bbb9f1f950fdb7ca0d3d058fc83c726aa660d525639,31,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,S1,0,,0,0,0,0,0,0,0,,0,0,0,A,0,1
ShareChat,coding,ShareChat coding,main_six_setting,6caab6b4f735b46cf011f4a2004dabb47b41813d6f85e3717fc4693d28b5df94,4edb8fedeb665728ef884ad2fea4cc148045cf1c1988898e1326ee699f178a88,33,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,S2,1,['I2'],0,0,0,1,0,0,0,A,0,1,0,C,1,0
ShareChat,coding,ShareChat coding,main_six_setting,6caab6b4f735b46cf011f4a2004dabb47b41813d6f85e3717fc4693d28b5df94,4779deaf54bc288e0b6e4a0a5b753b3a97cd9a04146fed671b15dd4810f127c1,35,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,S2,1,['I2'],1,0,0,1,0,0,0,C,1,0,0,,0,0
ShareChat,coding,ShareChat coding,main_six_setting,2d1572f9675ce4f5b6bd3e7ad2e8c003cab99294811d7eb6e7013b875ce6aa2e,790619cfd91ce5881eebd52866020aefdabd16b8d7b4e0a1f6b8079915c17ffe,1,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,S1,0,,0,0,0,0,0,0,0,C,1,1,0,,0,0
ShareChat,coding,ShareChat coding,main_six_setting,51c4f2c4c1a00671b2cc1e0366b214530af2397e3686e416fa9a5d1fa191a9b8,4a138dc1f3dbcaf04b73eadd337ec11ae361dc8f1df010378eee00c95c5ecc6c,1,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,S1,0,,0,0,0,0,0,0,0,,0,0,0,A,0,0
ShareChat,coding,ShareChat coding,main_six_setting,51c4f2c4c1a00671b2cc1e0366b214530af2397e3686e416fa9a5d1fa191a9b8,3bfe8226340fff0336fd35b089e0e7cbf1df1b00060347fc112d12e144dd2096,3,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,S1,0,,0,0,0,0,0,0,0,A,0,0,0,A,0,0
ShareChat,coding,ShareChat coding,main_six_setting,51c4f2c4c1a00671b2cc1e0366b214530af2397e3686e416fa9a5d1fa191a9b8,8cd0700598c32333e6ad2e7ab947498c0a5ba3d8f0da4618ef7dc1c4741d0e65,5,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,S1,0,,0,0,0,0,0,0,0,A,0,0,0,,0,0
ShareChat,coding,ShareChat coding,main_six_setting,51c4f2c4c1a00671b2cc1e0366b214530af2397e3686e416fa9a5d1fa191a9b8,d2005aaf6e86b6aa4fdaf35e8c3ff03acb7944688b3924b72cd0dac5b293237b,7,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,S1,0,,0,0,0,0,0,0,0,,0,0,0,,0,0
ShareChat,coding,ShareChat coding,main_six_setting,51c4f2c4c1a00671b2cc1e0366b214530af2397e3686e416fa9a5d1fa191a9b8,6ee8e4ed129f103986baf7ce925862b7420df8f90f80e4d3f4ae2cbe5489b7bf,9,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,S1,0,,0,0,0,0,0,0,0,,0,0,0,,0,0
ShareChat,coding,ShareChat coding,main_six_setting,51c4f2c4c1a00671b2cc1e0366b214530af2397e3686e416fa9a5d1fa191a9b8,e4695a6be8c35e10836d81625ef6a24b3d02a8e731dc101c1d7606e6bf6ba181,11,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,S1,0,,0,0,0,0,0,0,0,,0,0,0,A,0,0
ShareChat,coding,ShareChat coding,main_six_setting,51c4f2c4c1a00671b2cc1e0366b214530af2397e3686e416fa9a5d1fa191a9b8,01daabee18b7f013e4b3976f879f85a547838d1a047b1175d2b01753f822f26a,13,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,S1,0,,0,0,0,0,0,0,0,A,0,0,0,A,0,0
ShareChat,coding,ShareChat coding,main_six_setting,51c4f2c4c1a00671b2cc1e0366b214530af2397e3686e416fa9a5d1fa191a9b8,8c02f4c7c90d6e00d1dad2e1f2de635177086e2af2780b838320433c2b5ea6c0,15,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,S1,0,,0,0,0,0,0,0,0,A,0,0,0,A,0,0
ShareChat,coding,ShareChat coding,main_six_setting,51c4f2c4c1a00671b2cc1e0366b214530af2397e3686e416fa9a5d1fa191a9b8,7710801dd1515921283765906afe271ca769a494abc2fcbdbe53d06fe3ef88f1,17,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,S1,0,,0,0,0,0,0,0,0,A,0,0,0,A,0,0
ShareChat,coding,ShareChat coding,main_six_setting,51c4f2c4c1a00671b2cc1e0366b214530af2397e3686e416fa9a5d1fa191a9b8,e243587b8e5409fbf9353eb49a6facd3e2fa3f8cab5556d0f078272acc4d7c97,19,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,S1,0,,0,0,0,0,0,0,0,A,0,0,0,A,0,0
ShareChat,coding,ShareChat coding,main_six_setting,51c4f2c4c1a00671b2cc1e0366b214530af2397e3686e416fa9a5d1fa191a9b8,2b8dc54160a23645daad15e9481556d1aeca419cf509f77a183bd6fe91d833d7,21,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,S1,0,,0,0,0,0,0,0,0,A,0,0,0,A,0,0
ShareChat,coding,ShareChat coding,main_six_setting,51c4f2c4c1a00671b2cc1e0366b214530af2397e3686e416fa9a5d1fa191a9b8,942aad6a77bc6d606c33c5383203bb5ef2d0d278e06bf031c36bfdc280c8b8db,23,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,S1,0,,0,0,0,0,0,0,0,A,0,0,0,A,0,0
ShareChat,coding,ShareChat coding,main_six_setting,51c4f2c4c1a00671b2cc1e0366b214530af2397e3686e416fa9a5d1fa191a9b8,31e9efbba7ba4de1075f3e65c0e93bc7f7a4366437eef1c77451b606bbfddb2b,25,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,S1,0,,0,0,0,0,0,0,0,A,0,0,0,,0,0
ShareChat,coding,ShareChat coding,main_six_setting,319363cf595d52cb0a64c5c8c4ecda82f2517dacf860a512b50039e55e01440b,326bd54b30f9c3297a7be1dceb2fd126e29cd1a38b06372ba0d6210e4a347507,1,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,S1,0,,0,0,0,0,0,0,0,,0,0,0,A,0,0
ShareChat,coding,ShareChat coding,main_six_setting,319363cf595d52cb0a64c5c8c4ecda82f2517dacf860a512b50039e55e01440b,bccebeaddd9075c7ba293b323ad4538a7c2e95279d74372b026fa0da8453ce8b,3,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,S1,0,,0,0,0,0,0,0,0,A,0,0,0,,0,0
ShareChat,coding,ShareChat coding,main_six_setting,297bc71c3b8b983b10add27f01e11784cb06f506b02ab0bfb753d841ff58cde0,bf743b4d3b962fe7bcebdf2a3a70af9d7a23d02db892d83cbbd8b12260ae05bb,1,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,S1,0,,0,0,0,0,0,0,0,A,0,0,0,,0,0
ShareChat,coding,ShareChat coding,main_six_setting,297bc71c3b8b983b10add27f01e11784cb06f506b02ab0bfb753d841ff58cde0,838ed93dce79b0d9539509558a7b1ef019609f2b165b7aae1ee94c62bfddffc2,3,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,S2,1,['I2'],0,1,0,1,1,0,0,,0,0,0,,0,0
ShareChat,coding,ShareChat coding,main_six_setting,297bc71c3b8b983b10add27f01e11784cb06f506b02ab0bfb753d841ff58cde0,c733cd40d0a25d40a5f521c8f08e326f397f646a07578e944c5c717ae672ca14,5,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,S1,0,,0,0,0,0,0,0,0,,0,0,0,,0,0
ShareChat,coding,ShareChat coding,main_six_setting,297bc71c3b8b983b10add27f01e11784cb06f506b02ab0bfb753d841ff58cde0,b3d28fefc5e8790f1cc0ee8eeec5803a83811c91374b1ec049872891e21db168,7,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,S2,1,['I2'],0,0,0,1,1,0,0,,0,0,0,,0,0
ShareChat,coding,ShareChat coding,main_six_setting,297bc71c3b8b983b10add27f01e11784cb06f506b02ab0bfb753d841ff58cde0,bc22db5b699b8c9fc34ea6333945a955565644131c0610399136ae482fb75a73,9,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,S2,1,['I2'],0,0,0,1,1,0,0,,0,0,0,,0,0
ShareChat,coding,ShareChat coding,main_six_setting,297bc71c3b8b983b10add27f01e11784cb06f506b02ab0bfb753d841ff58cde0,c1c77b2e25371e99024b09f0ad380ae41753cff9f8919e5b3b74510ff0ab20b5,11,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,S2,1,['I2'],0,0,0,1,0,0,0,,0,0,0,,0,0
ShareChat,coding,ShareChat coding,main_six_setting,297bc71c3b8b983b10add27f01e11784cb06f506b02ab0bfb753d841ff58cde0,ac633144b61f3171f77cb3486aa76379084ae7072788a74633902c96f9b589b1,13,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,S1,0,,0,0,0,0,0,0,0,,0,0,0,,0,0
ShareChat,coding,ShareChat coding,main_six_setting,297bc71c3b8b983b10add27f01e11784cb06f506b02ab0bfb753d841ff58cde0,843477faf1d99db8dfde270bde0fae54d3f9ba590aa7efe518aafa01f530e32e,15,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,S1,0,,0,0,0,0,0,0,0,,0,0,0,A,0,0
ShareChat,coding,ShareChat coding,main_six_setting,41a234f22f06ef8058c732555eda5f545ea747e7b45caa0de24aa92e672096f8,05d62d1f3b288560bb5b572b47e004ba580652f14e8cb89b72e702c1b6a54122,1,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,S1,0,,0,0,0,0,0,0,0,A,0,0,0,A,0,0
ShareChat,coding,ShareChat coding,main_six_setting,eb1eaf1b5cde88f8512bebac3e72520ce7f75e4e3843f7a214bf7777fdf107f6,5fc4c05ef4abc4ea352274a6389d36040e530a4c8a921881741e27170f42bccf,1,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,S2,1,"['I1', 'I2']",0,1,1,1,0,1,0,,0,0,0,C,1,0
ShareChat,coding,ShareChat coding,main_six_setting,eb1eaf1b5cde88f8512bebac3e72520ce7f75e4e3843f7a214bf7777fdf107f6,17ed4f8c30df575466aa343bed3b7e85c9e80ee3f2536bb062d493f1bbe0b3ce,3,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,S2,1,"['I2', 'I3']",1,0,1,1,0,1,0,C,1,0,0,C,1,0
ShareChat,coding,ShareChat coding,main_six_setting,eb1eaf1b5cde88f8512bebac3e72520ce7f75e4e3843f7a214bf7777fdf107f6,eaa0d7667240a0cbe5303e74a97e8982c1f1addd76699170e095cd037ee7f673,5,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,S2,1,"['I2', 'I1']",1,0,0,1,0,1,0,C,1,0,0,,0,0
ShareChat,coding,ShareChat coding,main_six_setting,eb1eaf1b5cde88f8512bebac3e72520ce7f75e4e3843f7a214bf7777fdf107f6,93e4d8a912fffcf359a7bdf9ba27a25ab39c7f1f36ba9767e5032a7bd35aaee0,7,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,S2,1,"['I1', 'I2']",0,1,0,1,0,1,0,,0,0,0,,0,0
ShareChat,coding,ShareChat coding,main_six_setting,eb1eaf1b5cde88f8512bebac3e72520ce7f75e4e3843f7a214bf7777fdf107f6,e290c21499e58c0cfdd1334e0dbfbe9f775522b5f3d45698fb42d0c57d53bb5e,9,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,S2,1,['I2'],0,1,1,1,0,1,0,,0,0,0,A,0,0
ShareChat,coding,ShareChat coding,main_six_setting,eb1eaf1b5cde88f8512bebac3e72520ce7f75e4e3843f7a214bf7777fdf107f6,afc5c84795b9d821971769ecc703d7712967b89ce6c46f2115d1bab11a949ba8,11,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,S2,1,['I2'],0,0,1,1,0,1,0,A,0,0,0,None,0,0
ShareChat,coding,ShareChat coding,main_six_setting,929fbbc0e1a8baf778d4faedc35b075a28101b36c5f672621352cec7ea82d4ce,a61d70b46b64f585ad9387b34522562de7195fe1969ccdda196e8c6224fb42b7,1,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,S2,1,['I2'],0,1,1,1,0,0,0,,0,1,0,,0,0
ShareChat,coding,ShareChat coding,main_six_setting,5d0a6d1399fec7003a1f472923ae21ad44a031aee135112e32be9f10315b8c20,8c910eb4c22bfeab359d89d46568a61718904b490fb477308db398928ee76818,1,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,S2,1,['I2'],0,0,0,1,0,0,0,C,1,0,0,A,0,0
ShareChat,coding,ShareChat coding,main_six_setting,d8957c6195ef6d703407c6f3f25f91c48ba4ae88a4960b5d50969622c6f54fe5,1df43041b1d1f42d9cef10bfcd7c0284c7f45cb9161b57a21c8c27e99571ff21,1,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,S2,1,['I1'],0,0,0,0,0,1,0,,0,0,0,,0,0
ShareChat,coding,ShareChat coding,main_six_setting,d8957c6195ef6d703407c6f3f25f91c48ba4ae88a4960b5d50969622c6f54fe5,560c22d01825215bdce40782e9c38f8d83998c9dc37cefc77bdeafa71f250c78,3,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,S1,0,,0,0,0,0,0,0,0,,0,0,0,P,0,0
ShareChat,coding,ShareChat coding,main_six_setting,d8957c6195ef6d703407c6f3f25f91c48ba4ae88a4960b5d50969622c6f54fe5,acae6f07b847ff1f27843d733096600185abf82d39c78f5e062bacfe435f6a83,5,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,S2,1,['I2'],0,0,0,1,0,1,0,P,0,0,0,,0,0
ShareChat,coding,ShareChat coding,main_six_setting,d8957c6195ef6d703407c6f3f25f91c48ba4ae88a4960b5d50969622c6f54fe5,00b3e476388addaa303d81c1e0f8ac97265885851aa117c9d9d333c93385909d,7,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,S1,0,,0,0,0,0,0,0,0,,0,0,1,,0,0
ShareChat,coding,ShareChat coding,main_six_setting,d8957c6195ef6d703407c6f3f25f91c48ba4ae88a4960b5d50969622c6f54fe5,b0ab30a315c016855bc2bb6ca411ec06a195b786587a80c33d452690cc8ebee4,9,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,S2,1,['I2'],0,0,0,1,0,0,1,,0,0,0,,0,1
ShareChat,coding,ShareChat coding,main_six_setting,d8957c6195ef6d703407c6f3f25f91c48ba4ae88a4960b5d50969622c6f54fe5,96d749df8fa3883eecdb871524df1947ccf86e60e32e52089a2d9c62c45b2bc1,11,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,S2,1,['I2'],1,0,0,1,0,0,0,,0,1,0,,0,0
ShareChat,coding,ShareChat coding,main_six_setting,5e851df7b9fe55e11f263e7be84d26a1369fb6612228f945219c80cfe5af5bd4,624e3d04c7a047a9fa01434fbd8bb41f4779cfd0f8f98a59d4e3f485f8c1d46d,1,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,S1,0,,0,0,0,0,0,0,0,A,0,0,0,A,0,0
ShareChat,coding,ShareChat coding,main_six_setting,5e851df7b9fe55e11f263e7be84d26a1369fb6612228f945219c80cfe5af5bd4,44a83c85832222bcfd200749c91dce1a51b3994df67cb03fb6493f0e845828b0,3,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,S1,0,,0,0,0,0,0,0,0,A,0,0,0,A,0,0
ShareChat,coding,ShareChat coding,main_six_setting,5e851df7b9fe55e11f263e7be84d26a1369fb6612228f945219c80cfe5af5bd4,76c60248388543538e2583c526211b35fcf12d1f124233e90345e71127204ca1,5,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,S1,0,,0,0,0,0,0,0,0,A,0,0,0,C,1,0
ShareChat,coding,ShareChat coding,main_six_setting,e770d00cca7b59cc5c59963120323a2a63dc4a59dd131800571ab78da51e575c,3addd6859c3ebf7a6602cbdb6ff264d83c02f8bc831da07f8e8ba5504f5ae514,1,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,S2,1,['I2'],0,0,0,1,0,0,0,A,0,0,0,A,0,0
ShareChat,coding,ShareChat coding,main_six_setting,d220cc27559c331cba05ae28c38455faa84ac608ac31e04db9d5c24ab59533aa,9922875b1f1a18c9600dc418fce9c6bf995f75765d04d9b935445abfa3fe679a,1,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,S2,1,['I2'],0,0,0,1,0,0,1,C,1,0,0,C,1,0
ShareChat,coding,ShareChat coding,main_six_setting,d220cc27559c331cba05ae28c38455faa84ac608ac31e04db9d5c24ab59533aa,b7f4b51c3afbe0cfc4eabc3e10853a879497d06aaae948d989593d6dc7d0d8fa,3,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,S2,1,['I2'],1,1,0,1,0,0,0,C,1,0,1,,0,0
ShareChat,coding,ShareChat coding,main_six_setting,81472648983092fbc934a670f89b022e2e734789fc298593e96aa3851b52fc1c,13724f693f60cdb14d6284cd04973b20b3477dfefc8fff9da532bddf2532a451,1,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,S2,1,['I2'],0,0,0,1,0,0,0,A,0,0,0,A,0,0
ShareChat,coding,ShareChat coding,main_six_setting,38cf529fa329b174ebc1c9ed54d6b0925544f2a9d0917ebd182ecb0bcde3d67e,0ec62cc73aa546139e31cf142737a48a49f3e6b56a5997abe128a06eb9b61782,1,sharechat,chatgpt,UNINTENTIONAL,0,coding-oriented,1,1,S2,1,"['I2', 'I1']",0,0,1,1,0,1,0,,0,0,0,C,1,1
ShareChat,coding,ShareChat coding,main_six_setting,0829d15b3e87261a57d45e6173b288878c08cb72c945ab0dd215712154181c4c,84f593a592a2005ab598d254af1810275054f0d2446fb6aba2aaa06fee2dcff0,1,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,S2,1,"['I2', 'I1']",0,0,0,1,1,1,0,A,0,0,0,A,0,0
ShareChat,coding,ShareChat coding,main_six_setting,0829d15b3e87261a57d45e6173b288878c08cb72c945ab0dd215712154181c4c,dea5d5664ea11b4fe9612bdafcaa8f57063e3a348d85a0161480b9685205b225,3,sharechat,chatgpt,INTENTIONAL,1,coding-oriented,1,1,S1,0,,0,0,0,0,0,0,0,A,0,0,0,A,0,0
